ID: 1, BinID: 25, Cliente: Cliente_630, FechaPerso: 1/30/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 51, BinID: 92, Cliente: Cliente_470, FechaPerso: 4/5/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 52, BinID: 29, Cliente: Cliente_553, FechaPerso: 5/14/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 53, BinID: 86, Cliente: Cliente_349, FechaPerso: 4/8/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 54, BinID: 15, Cliente: Cliente_229, FechaPerso: 5/7/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 55, BinID: 58, Cliente: Cliente_156, FechaPerso: 12/4/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 56, BinID: 92, Cliente: Cliente_829, FechaPerso: 1/7/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 57, BinID: 37, Cliente: Cliente_288, FechaPerso: 4/30/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 58, BinID: 64, Cliente: Cliente_621, FechaPerso: 3/7/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 59, BinID: 23, Cliente: Cliente_387, FechaPerso: 1/23/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 60, BinID: 100, Cliente: Cliente_410, FechaPerso: 7/1/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 61, BinID: 45, Cliente: Cliente_757, FechaPerso: 9/30/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 62, BinID: 32, Cliente: Cliente_105, FechaPerso: 10/27/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 63, BinID: 68, Cliente: Cliente_213, FechaPerso: 8/9/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 64, BinID: 8, Cliente: Cliente_693, FechaPerso: 5/30/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 65, BinID: 70, Cliente: Cliente_226, FechaPerso: 6/23/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 66, BinID: 68, Cliente: Cliente_944, FechaPerso: 12/17/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 67, BinID: 83, Cliente: Cliente_756, FechaPerso: 5/21/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 68, BinID: 30, Cliente: Cliente_762, FechaPerso: 9/17/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 69, BinID: 99, Cliente: Cliente_55, FechaPerso: 9/6/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 70, BinID: 22, Cliente: Cliente_552, FechaPerso: 12/28/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 71, BinID: 83, Cliente: Cliente_245, FechaPerso: 8/30/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 72, BinID: 58, Cliente: Cliente_490, FechaPerso: 3/16/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 73, BinID: 50, Cliente: Cliente_927, FechaPerso: 8/27/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 74, BinID: 12, Cliente: Cliente_392, FechaPerso: 12/8/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 75, BinID: 94, Cliente: Cliente_707, FechaPerso: 9/14/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 76, BinID: 78, Cliente: Cliente_152, FechaPerso: 7/19/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 77, BinID: 62, Cliente: Cliente_223, FechaPerso: 9/2/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 78, BinID: 88, Cliente: Cliente_5, FechaPerso: 9/3/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 79, BinID: 87, Cliente: Cliente_6, FechaPerso: 5/26/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 80, BinID: 17, Cliente: Cliente_656, FechaPerso: 3/1/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 81, BinID: 18, Cliente: Cliente_311, FechaPerso: 4/9/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 82, BinID: 54, Cliente: Cliente_928, FechaPerso: 8/30/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 83, BinID: 49, Cliente: Cliente_187, FechaPerso: 4/17/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 84, BinID: 38, Cliente: Cliente_63, FechaPerso: 1/29/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 85, BinID: 9, Cliente: Cliente_706, FechaPerso: 9/8/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 86, BinID: 38, Cliente: Cliente_116, FechaPerso: 1/26/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 87, BinID: 38, Cliente: Cliente_382, FechaPerso: 5/18/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 88, BinID: 98, Cliente: Cliente_115, FechaPerso: 8/14/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 89, BinID: 74, Cliente: Cliente_927, FechaPerso: 4/3/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 90, BinID: 19, Cliente: Cliente_474, FechaPerso: 3/14/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 91, BinID: 98, Cliente: Cliente_737, FechaPerso: 5/18/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 92, BinID: 60, Cliente: Cliente_376, FechaPerso: 4/7/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 93, BinID: 29, Cliente: Cliente_633, FechaPerso: 7/12/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 94, BinID: 89, Cliente: Cliente_358, FechaPerso: 1/25/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 95, BinID: 81, Cliente: Cliente_620, FechaPerso: 3/6/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 96, BinID: 97, Cliente: Cliente_487, FechaPerso: 8/25/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 97, BinID: 26, Cliente: Cliente_213, FechaPerso: 9/22/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 98, BinID: 100, Cliente: Cliente_176, FechaPerso: 12/5/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 99, BinID: 52, Cliente: Cliente_24, FechaPerso: 2/13/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 100, BinID: 62, Cliente: Cliente_145, FechaPerso: 1/25/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 101, BinID: 16, Cliente: Cliente_475, FechaPerso: 8/28/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 102, BinID: 88, Cliente: Cliente_955, FechaPerso: 8/21/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 103, BinID: 32, Cliente: Cliente_676, FechaPerso: 5/15/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 104, BinID: 100, Cliente: Cliente_632, FechaPerso: 12/5/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 105, BinID: 74, Cliente: Cliente_608, FechaPerso: 3/22/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 106, BinID: 77, Cliente: Cliente_742, FechaPerso: 4/22/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 107, BinID: 9, Cliente: Cliente_337, FechaPerso: 5/19/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 108, BinID: 43, Cliente: Cliente_387, FechaPerso: 7/2/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 109, BinID: 81, Cliente: Cliente_704, FechaPerso: 7/27/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 110, BinID: 50, Cliente: Cliente_472, FechaPerso: 12/12/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 111, BinID: 25, Cliente: Cliente_691, FechaPerso: 5/21/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 112, BinID: 3, Cliente: Cliente_374, FechaPerso: 1/6/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 113, BinID: 61, Cliente: Cliente_889, FechaPerso: 7/27/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 114, BinID: 72, Cliente: Cliente_985, FechaPerso: 2/23/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 115, BinID: 35, Cliente: Cliente_263, FechaPerso: 7/13/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 116, BinID: 25, Cliente: Cliente_351, FechaPerso: 9/27/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 117, BinID: 93, Cliente: Cliente_940, FechaPerso: 10/30/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 118, BinID: 97, Cliente: Cliente_234, FechaPerso: 7/2/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 119, BinID: 17, Cliente: Cliente_783, FechaPerso: 9/20/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 120, BinID: 22, Cliente: Cliente_617, FechaPerso: 5/28/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 121, BinID: 62, Cliente: Cliente_22, FechaPerso: 7/8/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 122, BinID: 92, Cliente: Cliente_31, FechaPerso: 8/28/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 123, BinID: 93, Cliente: Cliente_701, FechaPerso: 9/6/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 124, BinID: 91, Cliente: Cliente_413, FechaPerso: 9/15/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 125, BinID: 41, Cliente: Cliente_217, FechaPerso: 6/15/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 126, BinID: 94, Cliente: Cliente_795, FechaPerso: 1/31/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 127, BinID: 40, Cliente: Cliente_679, FechaPerso: 2/8/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 128, BinID: 17, Cliente: Cliente_465, FechaPerso: 10/31/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 129, BinID: 7, Cliente: Cliente_294, FechaPerso: 4/9/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 130, BinID: 75, Cliente: Cliente_84, FechaPerso: 11/21/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 131, BinID: 68, Cliente: Cliente_315, FechaPerso: 11/4/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 132, BinID: 87, Cliente: Cliente_918, FechaPerso: 2/2/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 133, BinID: 12, Cliente: Cliente_436, FechaPerso: 3/25/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 134, BinID: 37, Cliente: Cliente_173, FechaPerso: 1/27/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 135, BinID: 28, Cliente: Cliente_157, FechaPerso: 8/31/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 136, BinID: 75, Cliente: Cliente_585, FechaPerso: 4/5/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 137, BinID: 3, Cliente: Cliente_648, FechaPerso: 12/8/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 138, BinID: 87, Cliente: Cliente_926, FechaPerso: 10/22/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 139, BinID: 96, Cliente: Cliente_940, FechaPerso: 1/23/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 140, BinID: 11, Cliente: Cliente_160, FechaPerso: 7/5/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 141, BinID: 98, Cliente: Cliente_426, FechaPerso: 3/22/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 142, BinID: 72, Cliente: Cliente_241, FechaPerso: 4/6/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 143, BinID: 90, Cliente: Cliente_673, FechaPerso: 4/24/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 144, BinID: 72, Cliente: Cliente_375, FechaPerso: 12/12/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 145, BinID: 48, Cliente: Cliente_447, FechaPerso: 10/22/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 146, BinID: 25, Cliente: Cliente_892, FechaPerso: 10/29/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 147, BinID: 18, Cliente: Cliente_797, FechaPerso: 4/11/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 148, BinID: 17, Cliente: Cliente_38, FechaPerso: 4/21/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 149, BinID: 11, Cliente: Cliente_158, FechaPerso: 3/20/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 150, BinID: 51, Cliente: Cliente_742, FechaPerso: 2/9/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 151, BinID: 4, Cliente: Cliente_518, FechaPerso: 6/3/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 152, BinID: 86, Cliente: Cliente_564, FechaPerso: 8/1/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 153, BinID: 62, Cliente: Cliente_859, FechaPerso: 7/6/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 154, BinID: 97, Cliente: Cliente_638, FechaPerso: 1/8/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 155, BinID: 35, Cliente: Cliente_436, FechaPerso: 10/24/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 156, BinID: 59, Cliente: Cliente_430, FechaPerso: 1/16/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 157, BinID: 4, Cliente: Cliente_610, FechaPerso: 9/22/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 158, BinID: 11, Cliente: Cliente_84, FechaPerso: 7/10/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 159, BinID: 53, Cliente: Cliente_976, FechaPerso: 2/12/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 160, BinID: 16, Cliente: Cliente_211, FechaPerso: 2/5/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 161, BinID: 93, Cliente: Cliente_640, FechaPerso: 3/18/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 162, BinID: 1, Cliente: Cliente_466, FechaPerso: 3/2/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 163, BinID: 40, Cliente: Cliente_175, FechaPerso: 10/8/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 164, BinID: 46, Cliente: Cliente_815, FechaPerso: 10/13/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 165, BinID: 25, Cliente: Cliente_76, FechaPerso: 12/9/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 166, BinID: 74, Cliente: Cliente_923, FechaPerso: 9/11/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 167, BinID: 69, Cliente: Cliente_791, FechaPerso: 3/18/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 168, BinID: 30, Cliente: Cliente_942, FechaPerso: 1/10/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 169, BinID: 96, Cliente: Cliente_215, FechaPerso: 3/12/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 170, BinID: 50, Cliente: Cliente_377, FechaPerso: 4/17/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 171, BinID: 94, Cliente: Cliente_96, FechaPerso: 12/3/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 172, BinID: 55, Cliente: Cliente_137, FechaPerso: 7/11/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 173, BinID: 46, Cliente: Cliente_440, FechaPerso: 9/24/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 174, BinID: 62, Cliente: Cliente_240, FechaPerso: 6/17/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 175, BinID: 4, Cliente: Cliente_508, FechaPerso: 4/1/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 176, BinID: 51, Cliente: Cliente_343, FechaPerso: 1/16/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 177, BinID: 80, Cliente: Cliente_820, FechaPerso: 1/25/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 178, BinID: 53, Cliente: Cliente_331, FechaPerso: 4/28/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 179, BinID: 41, Cliente: Cliente_267, FechaPerso: 6/24/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 180, BinID: 44, Cliente: Cliente_611, FechaPerso: 5/19/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 181, BinID: 86, Cliente: Cliente_376, FechaPerso: 1/24/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 182, BinID: 59, Cliente: Cliente_102, FechaPerso: 1/21/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 183, BinID: 84, Cliente: Cliente_989, FechaPerso: 3/11/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 184, BinID: 75, Cliente: Cliente_291, FechaPerso: 9/20/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 185, BinID: 18, Cliente: Cliente_609, FechaPerso: 5/10/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
